CourseTitle,Section,CrsPBADiv,N.Ret,CrsLvlNum,N.NOCRED,NComb,PCT.C_MINUS_OR_BELOW,PCT.WDRAW,PCT.DF,CrsPBADept,Workload.Raw,Hours,Instructors.title,RAP,N.ENROLL,PCT.GRADE,Subject_Label,CrsPBAColl,Level,Instructors.name,Workload.Hrs_Wk,NIntrFCQ,N.PASS,AvgInstructor,PCT.F,PCT.D,PCT.B,PCT.C,Instruction_Mode,PCT.A,N.GRADE,N.EOT,Instructors.group,PCT.INCOMP,Course,AvgCourse,N.INCOMP,YearTerm,Activity_Type,Honors,AVG_GRD,Subject
School and Society,001,,21,3XXX,0,1,0,0,0,EDUC,2.00,3,GRAD PART-TIME INSTRUCTOR,0,31,1,Education,EB,Upper,"NASH, CHAD JEREME",4-6,1,0,5.09,0,0,0,0,P  - In Person,1,31,31,4 TA Cred,0,3013,5,0,20137,LEC - Lecture,0,4,EDUC
School and Society,002,,15,3XXX,0,1,0,0,0,EDUC,1.58,3,GRAD PART-TIME INSTRUCTOR,0,29,1,Education,EB,Upper,"NASH, CHAD JEREME",4-6,1,0,4.4,0,0,0,0,P  - In Person,1,29,29,4 TA Cred,0,3013,4.36,0,20137,LEC - Lecture,0,4,EDUC
School and Society,003,,27,3XXX,0,1,0.07,0,0.03,EDUC,2.21,3,GRAD PART-TIME INSTRUCTOR,0,30,1,Education,EB,Upper,"MURRAY, KEVIN J",4-6,1,0,5.59,0,0.03,0.23,0.03,P  - In Person,0.7,30,30,4 TA Cred,0,3013,5.15,0,20137,LEC - Lecture,0,3.56,EDUC
School and Society,004,,26,3XXX,0,1,0,0,0,EDUC,1.95,3,LECTURER,0,31,1,Education,EB,Upper,"MILBOURN, TAMARA L",4-6,1,0,4.88,0,0,0.42,0.03,P  - In Person,0.55,31,31,3 Supp,0,3013,4.19,0,20137,LEC - Lecture,0,3.54,EDUC
School and Society,005,,18,3XXX,0,1,0.11,0,0.06,EDUC,2.40,3,LECTURER,0,19,0.95,Education,EB,Upper,"MEENS, DAVID ERIC",4-6,1,0,4.82,0.06,0,0.06,0.11,P  - In Person,0.78,18,19,3 Supp,0.05,3013,4.82,1,20137,LEC - Lecture,0,3.45,EDUC
School and Society,006,,23,3XXX,0,1,0.08,0,0.08,EDUC,1.91,3,GRAD PART-TIME INSTRUCTOR,0,26,1,Education,EB,Upper,"PRICE, EMILY CLAIRE",4-6,1,0,5.56,0,0.08,0.19,0.04,P  - In Person,0.69,26,26,4 TA Cred,0,3013,4.78,0,20137,LEC - Lecture,0,3.4,EDUC
School and Society,007,,22,3XXX,0,1,0,0,0,EDUC,2.65,3,GRAD PART-TIME INSTRUCTOR,0,26,1,Education,EB,Upper,"PFLEGER, RYAN H",7-9,1,0,4.36,0,0,0.31,0.12,P  - In Person,0.58,26,26,4 TA Cred,0,3013,3.71,0,20137,LEC - Lecture,0,3.47,EDUC
School and Society,008,,16,3XXX,0,1,0.04,0.1,0.04,EDUC,2.18,3,GRAD PART-TIME INSTRUCTOR,0,30,1,Education,EB,Upper,"HARRIS, MICHAEL D",4-6,1,0,4.88,0,0.04,0.07,0,P  - In Person,0.89,27,27,4 TA Cred,0,3013,4.75,0,20137,LEC - Lecture,0,3.63,EDUC
School and Society,009,,30,3XXX,0,1,0,0,0,EDUC,2.33,3,GRAD PART-TIME INSTRUCTOR,0,31,1,Education,EB,Upper,"WILEY, KATHRYN ELIZABETH",4-6,1,0,5.77,0,0,0.06,0,P  - In Person,0.94,31,31,4 TA Cred,0,3013,5.43,0,20137,LEC - Lecture,0,3.9,EDUC
School and Society,010,,15,3XXX,0,1,0,0,0,EDUC,2.00,3,GRAD PART-TIME INSTRUCTOR,0,35,1,Education,EB,Upper,"HOTCHKISS, JACQUELINE SUZANNE",4-6,1,0,3.53,0,0,0.11,0.06,P  - In Person,0.83,35,35,4 TA Cred,0,3013,4.07,0,20137,LEC - Lecture,0,3.74,EDUC
School and Society,011,,30,3XXX,0,1,0,0,0,EDUC,2.04,3,GRAD PART-TIME INSTRUCTOR,0,32,1,Education,EB,Upper,"CHANG-ORDER, JOSEPHINA SUE",4-6,1,0,5.77,0,0,0.09,0.06,P  - In Person,0.84,32,32,4 TA Cred,0,3013,5.2,0,20137,LEC - Lecture,0,3.71,EDUC
School and Society,013,,27,3XXX,0,1,0,0,0,EDUC,1.86,3,GRAD PART-TIME INSTRUCTOR,0,27,1,Education,EB,Upper,"LIBBY, KENNETH M",4-6,1,0,5.78,0,0,0.04,0,P  - In Person,0.96,27,27,4 TA Cred,0,3013,5.44,0,20137,LEC - Lecture,0,3.86,EDUC
School and Society,801,,22,3XXX,0,1,0,0,0,EDUC,1.95,3,GRAD PART-TIME INSTRUCTOR,1,24,1,Education,EB,Upper,"SUAREZ, MICHAEL FRANCES",4-6,1,0,5.68,0,0,0.13,0,P  - In Person,0.88,24,24,4 TA Cred,0,3013,5.68,0,20137,LEC - Lecture,0,3.79,EDUC
School and Society,802,,18,3XXX,0,1,0.06,0,0,EDUC,2.38,3,GRAD PART-TIME INSTRUCTOR,1,18,0.94,Education,EB,Upper,"LEONARDI, MARY BETH",4-6,1,0,5.94,0,0,0.41,0.06,P  - In Person,0.53,17,18,4 TA Cred,0.06,3013,5.89,1,20137,LEC - Lecture,0,3.45,EDUC
Learning With Technology In and Out of School,001,,7,3XXX,0,1,0,0,0,EDUC,2.43,3,RESEARCH ASSISTANT,0,11,1,Education,EB,Upper,"WEIDLER-LEWIS, JOANNA RENEE",4-6,1,0,4.86,0,0,0.09,0,P  - In Person,0.91,11,11,4 TA Cred,0,3570,4.86,0,20137,LEC - Lecture,0,3.91,EDUC
Differentiating Instruction in Diverse Secondary Classrooms,010,,25,4XXX,0,1,0.03,0,0.03,EDUC,3.14,3,INSTRUCTOR,0,37,1,Education,EB,Upper,"WILLMANN, KENT D",7-9,1,0,5.13,0.03,0,0.05,0,P  - In Person,0.92,37,37,2 Other reg,0,4023,5.04,0,20137,LEC - Lecture,0,3.85,EDUC
Knowing and Learning in Mathematics and  Science,001,,15,4XXX,0,1,0.06,0,0.06,EDUC,3.15,3,ASST PROFESSOR,0,18,1,Education,EB,Upper,"HAND, VICTORIA",7-9,1,0,5.13,0.06,0,0.17,0,P  - In Person,0.78,18,18,1 TTT,0,4050,4.8,0,20137,SEM - Seminar,0,3.59,EDUC
Classroom Interactions,010,,20,4XXX,0,2,0,0,0,EDUC,3.45,3,INSTRUCTOR,0,20,1,Education,EB,Upper,"BUNNING, KIMBERLY A",7-9,1,0,5.5,0,0,0.05,0.05,P  - In Person,0.9,20,20,2 Other reg,0,4060,5.25,0,20137,SEM - Seminar,0,3.8,EDUC
Educational Psychology and Adolescent Development,001,,47,4XXX,0,2,0.04,0.07,0.02,EDUC,2.61,3,PROFESSOR,0,92,0.95,Education,EB,Upper,"PENUEL, WILLIAM RICHARD",7-9,2,0,4.46,0.02,0,0.31,0.02,P  - In Person,0.64,81,85,1 TTT,0.05,4112,4.1,4,20137,LEC - Lecture,0,3.52,EDUC
Story and Memoir,001,,15,4XXX,0,2,0,0.1,0,EDUC,2.29,3,ASSOCIATE PROFESSOR,0,18,1,Education,EB,Upper,"MCGINLEY, WILLIAM",4-6,1,0,5.73,0,0,0,0,P  - In Person,1,16,16,1 TTT,0,4135,5.47,0,20137,SEM - Seminar,0,4,EDUC
Language Study for Educators,001,,23,4XXX,0,2,0.04,0,0.04,EDUC,2.25,3,STUDENT ASST VI,0,25,1,Education,EB,Upper,"WENK, MICHAEL JAMES",4-6,1,0,5.36,0.04,0,0.16,0.04,P  - In Person,0.76,25,25,4 TA Cred,0,4222,5,0,20137,LEC - Lecture,0,3.6,EDUC
Reading and Literacy in the Secondary Classroom,010,,26,4XXX,0,2,0,0,0,EDUC,3.52,3,INSTRUCTOR,0,32,1,Education,EB,Upper,"WILLMANN, KENT D",10-12,1,0,5.73,0,0,0.12,0,P  - In Person,0.87,32,32,2 Other reg,0,4295,5.27,0,20137,SEM - Seminar,0,3.82,EDUC
Children's Literature and Literacy Engagement in Elementary Schools,001,,21,4XXX,0,1,0,0,0,EDUC,2.43,3,GRAD PART-TIME INSTRUCTOR,0,21,1,Education,EB,Upper,"SCHMIDT, KIMBERLY MCDAVID",4-6,1,0,4.9,0,0,0.05,0,P  - In Person,0.95,21,21,4 TA Cred,0,4311,4.67,0,20137,LEC - Lecture,0,3.94,EDUC
Children's Literature and Literacy Engagement in Elementary Schools,002,,16,4XXX,0,1,0.05,0,0,EDUC,2.67,3,LECTURER,0,20,0.95,Education,EB,Upper,"KANTOR, JULIA C",7-9,1,0,5.88,0,0,0.16,0.05,P  - In Person,0.79,19,20,3 Supp,0.05,4311,5.69,1,20137,LEC - Lecture,0,3.63,EDUC
Children's Literature and Literacy Engagement in Elementary Schools,003,,18,4XXX,0,1,0,0,0,EDUC,2.06,3,LECTURER,0,19,1,Education,EB,Upper,"KANTOR, JULIA C",4-6,1,0,5.83,0,0,0.53,0,P  - In Person,0.47,19,19,3 Supp,0,4311,5.55,0,20137,LEC - Lecture,0,3.51,EDUC
"The Nature of ""English Language Arts""",001,,33,4XXX,0,2,0,0,0,EDUC,2.11,3,STUDENT ASST VI,0,35,1,Education,EB,Upper,"WENK, MICHAEL JAMES",4-6,1,0,5.33,0,0,0.11,0,P  - In Person,0.89,35,35,4 TA Cred,0,4318,4.47,0,20137,LEC - Lecture,0,3.89,EDUC
Writing Instruction for Elementary Schools,010,,18,4XXX,0,1,0,0,0,EDUC,2.95,5,SENIOR INSTRUCTOR,0,22,1,Education,EB,Upper,"BEGLEY, DONNA M",7-9,2,0,5.89,0,0,0.09,0,P  - In Person,0.91,22,22,2 Other reg,0,4321,5.78,0,20137,LEC - Lecture,0,3.84,EDUC
Writing Instruction for Elementary Schools,020,,15,4XXX,0,1,0,0,0,EDUC,2.99,5,SENIOR INSTRUCTOR,0,20,0.95,Education,EB,Upper,"BEGLEY, DONNA M",7-9,2,0,5.87,0,0,0.11,0,P  - In Person,0.89,19,20,2 Other reg,0.05,4321,5.73,1,20137,LEC - Lecture,0,3.83,EDUC
Writing Instruction for Elementary Schools,030,,18,4XXX,0,1,0,0,0,EDUC,3.49,5,GRAD PART-TIME INSTRUCTOR,0,18,1,Education,EB,Upper,"CARTUN, ASHLEY DAWN",7-9,2,0,5,0,0,0.06,0,P  - In Person,0.94,18,18,4 TA Cred,0,4321,5.03,0,20137,LEC - Lecture,0,3.96,EDUC
Elementary Social Studies Methods,010,,0,4XXX,0,1,0,0,0,EDUC,,3,LECTURER,0,25,1,Education,EB,Upper,"SEVIER, BRIAN RUSSELL",,1,0,,0,0,0.2,0.04,P  - In Person,0.76,25,25,3 Supp,0,4331,,0,20137,LEC - Lecture,0,3.67,EDUC
Elementary Reading Assessment and Instruction,010,,22,4XXX,0,1,0,0,0,EDUC,1.95,3,SENIOR INSTRUCTOR,0,25,1,Education,EB,Upper,"BEGLEY, DONNA M",4-6,1,0,5.52,0,0,0.08,0,P  - In Person,0.92,25,25,2 Other reg,0,4341,5.48,0,20137,LEC - Lecture,0,3.87,EDUC
Differentiating Instruction in Diverse Elementary Classrooms,010,,18,4XXX,0,1,0,0,0,EDUC,3.56,3,ASST PROFESSOR,0,22,1,Education,EB,Upper,"HOPEWELL, SUSAN WALSH",10-12,1,0,5.78,0,0,0.32,0,P  - In Person,0.68,22,22,1 TTT,0,4351,5.55,0,20137,LEC - Lecture,0,3.7,EDUC
Educational Psychology for Elementary Schools,010,,23,4XXX,0,1,0.03,0.06,0.03,EDUC,2.29,3,ASSOCIATE PROFESSOR,0,34,1,Education,EB,Upper,"JUROW, AACHEY SUSAN",4-6,1,0,5.7,0.03,0,0,0,P  - In Person,0.97,32,32,1 TTT,0,4411,4.52,0,20137,LEC - Lecture,0,3.88,EDUC
Educational Psychology for Elementary Schools,030,,11,4XXX,0,1,0,0,0,EDUC,3.67,3,RESEARCH ASSOCIATE,0,12,1,Education,EB,Upper,"SCHWARTZ, LISA HOPE",10-12,1,0,4.91,0,0,0.08,0,P  - In Person,0.92,12,12,3 Supp,0,4411,4.91,0,20137,LEC - Lecture,0,3.79,EDUC
Math and Science Education,001,,17,4XXX,0,1,0,0,0,EDUC,1.50,2,RESEARCH ASSOCIATE,0,27,1,Education,EB,Upper,"LANGDON, LAURIE S.",4-6,1,0,5.23,0,0,0.04,0,P  - In Person,0.96,27,27,3 Supp,0,4610,3.76,0,20137,SEM - Seminar,0,3.93,EDUC
Math and Science Education,002,,14,4XXX,0,1,0,0,0,EDUC,1.73,2,RESEARCH ASSOCIATE,0,26,1,Education,EB,Upper,"LANGDON, LAURIE S.",4-6,1,0,4.64,0,0,0.12,0,P  - In Person,0.88,26,26,3 Supp,0,4610,3.64,0,20137,SEM - Seminar,0,3.88,EDUC
Math and Science Education,003,,16,4XXX,0,1,0,0,0,EDUC,1.43,2,RESEARCH ASSOCIATE,0,21,1,Education,EB,Upper,"LANGDON, LAURIE S.",0-3,1,0,3.88,0,0,0,0,P  - In Person,1,21,21,3 Supp,0,4610,2.63,0,20137,SEM - Seminar,0,3.99,EDUC
Student Teaching: Elementary School 1,001,,,4XXX,0,1,,,,EDUC,,10,LECTURER,0,37,,Education,EB,Upper,"SPRIGGS, BARBARA J",,,34,,,,,,P  - In Person,,,37,3 Supp,,4691,,3,20137,PRA - Practicum,0,,EDUC
Student Teaching: Secondary School,001,,,4XXX,0,1,,,,EDUC,,10,LECTURER,0,34,,Education,EB,Upper,"SPRIGGS, BARBARA J",,,32,,,,,,P  - In Person,,,34,3 Supp,,4712,,2,20137,PRA - Practicum,0,,EDUC
Basic Statistical Methods,001,,10,4XXX,0,1,0,0.06,0,EDUC,2.25,3,GRAD PART-TIME INSTRUCTOR,0,16,1,Education,EB,Upper,"JOHNSON, RAYMOND C",4-6,1,0,4.33,0,0,0.33,0,P  - In Person,0.67,15,15,4 TA Cred,0,4716,3.4,0,20137,LEC - Lecture,0,3.61,EDUC
Special Topics,802,,9,4XXX,0,1,0,0.09,0,EDUC,2.43,1,ACADEMIC SERVICES PROFESSIONAL,1,11,1,Education,EB,Upper,"WEST, DANIEL RAYMOND",4-6,1,0,5.78,0,0,0.6,0,P  - In Person,0.4,10,10,3 Supp,0,4800,5.55,0,20137,LEC - Lecture,0,3.43,EDUC
Teaching and Learning Biology,002,,14,4XXX,0,4,0.06,0.05,0.06,EDUC,2.34,3,PROFESSOR,0,18,0.95,Education,EB,Upper,"KLYMKOWSKY, MICHAEL W",4-6,2,0,5.11,0.06,0,0.06,0,P  - In Person,0.87,16,17,1 TTT,0.05,4811,4.81,1,20137,SEM - Seminar,0,3.67,EDUC
Advanced Social Foundations of Education,002,,14,5XXX,0,1,0,0.07,0,EDUC,2.50,3,PROFESSOR,0,15,0.93,Education,EB,Masters,"LISTON, DANIEL P",7-9,1,0,5.93,0,0,0,0,P  - In Person,1,13,14,1 TTT,0.07,5005,5.79,1,20137,LEC - Lecture,0,3.95,EDUC
Elementary Mathematics Theory and Methods,010,,20,5XXX,0,1,0,0,0,EDUC,3.84,3,ASST PROFESSOR,0,22,1,Education,EB,Masters,"TAYLOR, EDWARD VINCENT",10-12,1,0,3.25,0,0,0.14,0,P  - In Person,0.86,22,22,1 TTT,0,5205,3.15,0,20137,LEC - Lecture,0,3.82,EDUC
Elementary Science Theory and Methods,010,,20,5XXX,0,1,0,0,0,EDUC,3.70,3,ASST PROFESSOR,0,22,0.95,Education,EB,Masters,"MANZ, EVE ISABELLA",10-12,1,0,4.05,0,0,0.29,0,P  - In Person,0.71,21,22,1 TTT,0.05,5215,3.95,1,20137,LEC - Lecture,0,3.66,EDUC
Foundations of Reading Instruction K-12,001,,11,5XXX,0,1,0,0,0,EDUC,2.70,3,SENIOR INSTRUCTOR,0,12,1,Education,EB,Masters,"BEGLEY, DONNA M",7-9,1,0,5.5,0,0,0,0,P  - In Person,1,12,12,2 Other reg,0,5245,5.27,0,20137,LEC - Lecture,0,4,EDUC
Perspectives on Science,001,,15,5XXX,0,1,0,0,0,EDUC,2.07,3,ASST PROFESSOR,0,16,1,Education,EB,Masters,"LOPEZ, ENRIQUE J",4-6,1,0,5.33,0,0,0.13,0,P  - In Person,0.88,16,16,1 TTT,0,5315,5,0,20137,SEM - Seminar,0,3.91,EDUC
Nature of Social Studies and Social Studies Education,001,,6,5XXX,0,1,0,0,0,EDUC,2.33,3,INSTRUCTOR,0,11,1,Education,EB,Masters,"WILLMANN, KENT D",4-6,1,0,5.83,0,0,0,0,P  - In Person,1,11,11,2 Other reg,0,5316,5.83,0,20137,LEC - Lecture,0,3.95,EDUC
Perspectives on Mathematics,001,,18,5XXX,0,1,0,0,0,EDUC,2.69,3,ASSOCIATE PROFESSOR,0,20,0.95,Education,EB,Masters,"WEBB, DAVID C.",7-9,1,0,5.61,0,0,0.16,0.05,P  - In Person,0.79,19,20,1 TTT,0.05,5317,5.28,1,20137,SEM - Seminar,0,3.71,EDUC
Teaching Literature in Middle and Secondary Schools,010,,29,5XXX,0,1,0,0,0,EDUC,3.27,3,INSTRUCTOR,0,32,1,Education,EB,Masters,"WILLMANN, KENT D",7-9,1,0,6,0,0,0,0,P  - In Person,1,32,32,2 Other reg,0,5325,5.9,0,20137,LEC - Lecture,0,4,EDUC
Methods and Materials in Secondary English,010,,12,5XXX,0,1,0,0,0,EDUC,3.38,4,LECTURER,0,15,1,Education,EB,Masters,"ZERWIN, SARAH M",7-9,1,0,5.92,0,0,0,0,P  - In Person,1,15,15,3 Supp,0,5365,5.75,0,20137,LEC - Lecture,0,4,EDUC
Introduction to Bilingual/Multicultural Education,001,,12,5XXX,0,2,0.07,0,0.07,EDUC,2.67,3,EXTERNAL RELATIONS SENIOR PROF,0,14,1,Education,EB,Masters,"GARCIA, JORGE LUIS",7-9,1,0,5.75,0.07,0,0.07,0,P  - In Person,0.86,14,14,3 Supp,0,5425,5.58,0,20137,LEC - Lecture,0,3.62,EDUC
Research Issues in Special Education,001,,,5XXX,0,2,0,0,0,EDUC,,3,PROFESSOR,0,35,1,Education,EB,Masters,"SOLANO-FLORES, GUILLERMO",,,0,,0,0,0.09,0,P  - In Person,0.91,35,35,1 TTT,0,5525,,0,20137,LEC - Lecture,0,3.92,EDUC
Research Issues in Special Education,002,,16,5XXX,0,2,0.04,0,0.04,EDUC,3.19,3,RESEARCH ASSOCIATE,0,29,0.9,Education,EB,Masters,"BACA, ROSALINDA L",7-9,1,0,2.94,0.04,0,0.19,0,OL - Online,0.77,26,29,3 Supp,0.1,5525,2.88,3,20137,LEC - Lecture,0,3.62,EDUC
Diagnostic Testing in ESL and Bilingual Education,001,,5,5XXX,0,1,0.03,0,0,EDUC,3.50,3,PROFESSOR,0,33,0.97,Education,EB,Masters,"SOLANO-FLORES, GUILLERMO",10-12,1,0,5.4,0,0,0.06,0.06,P  - In Person,0.88,32,33,1 TTT,0.03,5535,5,1,20137,LEC - Lecture,0,3.82,EDUC
Second Language Acquisition,001,,19,5XXX,0,1,0,0,0,EDUC,2.89,3,ASST PROFESSOR,0,23,1,Education,EB,Masters,"SOLTERO-GONZALEZ, LUCINDA A",7-9,1,0,5.68,0,0,0,0.04,P  - In Person,0.96,23,23,1 TTT,0,5615,5.42,0,20137,LEC - Lecture,0,3.89,EDUC
Basic Statistical Methods,001,,11,5XXX,0,1,0,0.07,0,EDUC,1.91,3,PROFESSOR,0,15,1,Education,EB,Masters,"CAMILLI, GREGORY A",4-6,1,0,5,0,0,0.07,0,P  - In Person,0.93,14,14,1 TTT,0,5716,4.27,0,20137,LEC - Lecture,0,3.93,EDUC
Introduction to Disciplined Inquiry,001,,14,5XXX,0,1,0,0.06,0,EDUC,1.93,3,ASST PROFESSOR,0,16,1,Education,EB,Masters,"O'CONNOR, KEVIN C",4-6,1,0,4.93,0,0,0,0,P  - In Person,1,15,15,1 TTT,0,5726,4.64,0,20137,LEC - Lecture,0,4,EDUC
Psychological Foundations of Education,001,,7,6XXX,0,1,0,0,0,EDUC,3.00,3,ASSOCIATE PROFESSOR,0,13,1,Education,EB,Masters,"JUROW, AACHEY SUSAN",7-9,1,0,5.71,0,0,0,0,P  - In Person,1,13,13,1 TTT,0,6318,5.43,0,20137,LEC - Lecture,0,4,EDUC
Doctoral Seminar: Multiculturalism and Education,001,,11,8XXX,0,1,0,0,0,EDUC,3.00,3,PROFESSOR,0,11,1,Education,EB,Doctoral,"MOSES, MICHELE S",7-9,1,0,5.18,0,0,0.09,0,P  - In Person,0.91,11,11,1 TTT,0,8014,4.45,0,20137,SEM - Seminar,0,3.85,EDUC
Perspectives on Classroom Teaching and Learning,001,,16,8XXX,0,1,0,0,0,EDUC,3.43,3,ASSOCIATE PROFESSOR,0,16,1,Education,EB,Doctoral,"DUTRO, ELIZABETH",7-9,1,0,6,0,0,0,0,P  - In Person,1,16,16,1 TTT,0,8210,5.88,0,20137,SEM - Seminar,0,4,EDUC
Quantitative Methods I,010,,14,8XXX,0,1,0,0,0,EDUC,4.62,3,PROFESSOR,0,17,1,Education,EB,Doctoral,"BRIGGS, DEREK CHRISTIAN MAUTHNER",13-15,1,0,5.14,0,0,0.29,0,P  - In Person,0.71,17,17,1 TTT,0,8230,4.5,0,20137,LEC - Lecture,0,3.65,EDUC
Qualitative Methods I,001,,14,8XXX,0,1,0,0,0,EDUC,4.52,3,DISTINGUISHED PROFESSOR,0,17,1,Education,EB,Doctoral,"EISENHART, MARGARET A",13-15,2,0,5.61,0,0,0.12,0,P  - In Person,0.88,17,17,1 TTT,0,8250,5.11,0,20137,SEM - Seminar,0,3.83,EDUC
Seminar: Human Development,001,,8,8XXX,0,1,0,0,0,EDUC,3.00,3,PROFESSOR,0,10,1,Education,EB,Doctoral,"GUTIERREZ, KRIS DIANE",7-9,1,0,5.5,0,0,0,0,P  - In Person,1,10,10,1 TTT,0,8348,5.38,0,20137,SEM - Seminar,0,4,EDUC
Measurement in Survey Research,001,,23,8XXX,0,1,0,0,0,EDUC,2.65,3,ASST PROFESSOR,0,27,0.89,Education,EB,Doctoral,"MAUL, ANDREW ELIOT",7-9,1,0,5.74,0,0,0.04,0,P  - In Person,0.96,24,27,1 TTT,0.07,8710,5.26,2,20137,SEM - Seminar,0,3.91,EDUC
Special Topics,002,,9,8XXX,0,1,0,0,0,EDUC,3.14,3,DISTINGUISHED PROFESSOR,0,13,1,Education,EB,Doctoral,"EISENHART, MARGARET A",7-9,1,0,5.33,0,0,0,0,P  - In Person,1,13,13,1 TTT,0,8804,5.11,0,20137,SEM - Seminar,0,4,EDUC
Gateway to Space,001,,58,1XXX,0,2,0.02,0.02,0,ASEN,4.81,3,PROFESSIONAL RESEARCH ASST,0,65,1,Aerospace Engineering,EN,Lower,"KOEHLER, CHRISTOPHER J",13-15,1,0,5.71,0,0,0.27,0.05,P  - In Person,0.69,64,64,3 Supp,0,1400,5.6,0,20137,LEC - Lecture,0,3.59,ASEN
"Aerospace 1: Introduction to Statics, Structures, and Materials",010,,103,2XXX,0,1,0.13,0.08,0.11,ASEN,4.21,4,ASST PROFESSOR,0,137,1,Aerospace Engineering,EN,Lower,"DOOSTAN, ALIREZA",10-12,2,0,5.51,0.04,0.07,0.5,0.13,P  - In Person,0.25,126,126,1 TTT,0,2001,5.11,0,20137,LEC - Lecture,0,2.89,ASEN
Aerospace 2: Introduction to Thermodynamics and Aerodynamics,010,,105,2XXX,0,1,0.19,0.09,0.09,ASEN,4.59,4,PROFESSOR,0,140,1,Aerospace Engineering,EN,Lower,"THAYER, JEFFREY P",13-15,2,0,4.97,0.02,0.07,0.48,0.2,P  - In Person,0.23,128,128,1 TTT,0,2002,4.73,0,20137,LEC - Lecture,0,2.79,ASEN
Experimental and Computational Methods in Aerospace Engineering Sciences,001,,91,2XXX,0,1,0.12,0.08,0.12,ASEN,2.72,2,INSTRUCTOR,0,130,1,Aerospace Engineering,EN,Lower,"JACKSON, JELLIFFE KEVIN",7-9,1,0,4.26,0.07,0.05,0.51,0.15,P  - In Person,0.22,119,119,2 Other reg,0,2012,3.02,0,20137,LEC - Lecture,0,2.78,ASEN
Introduction to Humans in Aviation,002,,82,3XXX,0,1,0.01,0.02,0.01,ASEN,1.67,3,LECTURER,0,129,1,Aerospace Engineering,EN,Upper,"SCOTT, FRANK MATTHEW",4-6,1,0,5.61,0.01,0,0.19,0.01,P  - In Person,0.8,127,127,3 Supp,0,3046,5.16,0,20137,LEC - Lecture,0,3.66,ASEN
Aerodynamics,010,,44,3XXX,0,1,0.03,0.03,0.03,ASEN,3.98,4,PROFESSOR,0,79,1,Aerospace Engineering,EN,Upper,"JANSEN, KENNETH E",10-12,1,0,5.16,0.01,0.01,0.39,0.16,P  - In Person,0.43,77,77,1 TTT,0,3111,5.11,0,20137,LEC - Lecture,0,3.19,ASEN
Structures,010,,41,3XXX,0,1,0,0.01,0,ASEN,3.67,4,PROFESSOR,0,81,1,Aerospace Engineering,EN,Upper,"FELIPPA, CARLOS A",10-12,1,0,5.63,0,0,0.64,0.07,P  - In Person,0.29,80,80,1 TTT,0,3112,5.12,0,20137,LEC - Lecture,0,3.19,ASEN
Thermodynamics and Heat Transfer,010,,69,3XXX,0,1,0.02,0.02,0.01,ASEN,4.12,4,PROFESSOR,0,82,1,Aerospace Engineering,EN,Upper,"EMERY, WILLIAM J",10-12,2,0,3.58,0,0.01,0.41,0.14,P  - In Person,0.44,80,80,1 TTT,0,3113,3.81,0,20137,LEC - Lecture,0,3.21,ASEN
Foundations of Propulsion,001,,62,4XXX,0,1,0.02,0,0.01,ASEN,2.69,3,ASST PROFESSOR,0,83,1,Aerospace Engineering,EN,Upper,"STARKEY, RYAN P.",7-9,1,0,5.2,0,0.01,0.48,0.14,P  - In Person,0.36,83,83,1 TTT,0,4013,4.25,0,20137,LEC - Lecture,0,3.18,ASEN
Senior Projects 1: Design Synthesis,010,,75,4XXX,0,1,0,0,0,ASEN,5.81,4,PROFESSOR,0,80,1,Aerospace Engineering,EN,Upper,"LAWRENCE, DALE A",16+,1,0,3.88,0,0,0.59,0.1,P  - In Person,0.31,80,80,1 TTT,0,4018,4.32,0,20137,LEC - Lecture,0,3.15,ASEN
Automatic Control Systems,010,,25,4XXX,0,2,0,0,0,ASEN,3.88,3,ASSOCIATE PROFESSOR,0,27,1,Aerospace Engineering,EN,Upper,"FREW, ERIC W",10-12,1,0,5.28,0,0,0.74,0,P  - In Person,0.26,27,27,1 TTT,0,4114,5.04,0,20137,LEC - Lecture,0,3.29,ASEN
Aircraft Design,010,,24,4XXX,0,1,0,0,0,ASEN,3.09,3,SENIOR INSTRUCTOR,0,29,1,Aerospace Engineering,EN,Upper,"GERREN, DONNA SUE",7-9,1,0,6,0,0,0.21,0,P  - In Person,0.79,29,29,2 Other reg,0,4138,5.79,0,20137,LEC - Lecture,0,3.7,ASEN
Special Topics,010,,20,4XXX,0,2,0,0,0,ASEN,4.37,3,PROFESSOR,0,21,0.95,Aerospace Engineering,EN,Upper,"PALO, SCOTT E",10-12,1,0,5.6,0,0,0.35,0.05,P  - In Person,0.6,20,21,1 TTT,0,4519,5.55,0,20137,LEC - Lecture,0,3.5,ASEN
Introduction to Finite Elements,001,,22,5XXX,0,1,0,0.03,0,ASEN,2.91,3,PROFESSOR,0,29,1,Aerospace Engineering,EN,Masters,"FELIPPA, CARLOS A",7-9,1,0,5.14,0,0,0,0,P  - In Person,1,28,28,1 TTT,0,5007,4.82,0,20137,LEC - Lecture,0,3.91,ASEN
Graduate Projects I,010,,56,5XXX,0,3,0,0,0,ASEN,3.93,3,SENIOR INSTRUCTOR,0,63,1,Aerospace Engineering,EN,Masters,"TANNER, JOSEPH RICHARD",10-12,1,0,5.91,0,0,0.03,0,P  - In Person,0.97,63,63,2 Other reg,0,5018,5.5,0,20137,LEC - Lecture,0,3.93,ASEN
